matricula;latitude;longitude
1126712;-28,29023;-52,811615
2644120;-28,289955;-52,81175
1118096;-28,29001;-52,811527
1305837;-28,290133;-52,811604
1305850;-28,29019;-52,81137
1301652;-28,29023;-52,811207
1305851;-28,29025;-52,81111
1126710;-28,290216;-52,81095
1126708;-28,290213;-52,810688
1126707;-28,290194;-52,810684
1126706;-28,290073;-52,810284
1302054;-28,290012;-52,810246
2199395;-28,289864;-52,810314
1401749;-28,289719;-52,810497
1118104;-28,289726;-52,810608
1301655;-28,289736;-52,81076
1301654;-28,289722;-52,81089
1401748;-28,289757;-52,811077
1301653;-28,289806;-52,811256
1401747;-28,289782;-52,811317
1301651;-28,289783;-52,811466
1118095;-28,289782;-52,81176
1118094;-28,28981;-52,811905
1118093;-28,289824;-52,812065
1118092;-28,289835;-52,81219
1118091;-28,289856;-52,81235
1301650;-28,289848;-52,812607
1118087;-28,289896;-52,812817
1118086;-28,289911;-52,813007
1301979;-28,289925;-52,813572
1118885;-28,289948;-52,813732
1118884;-28,2899;-52,81375
1301978;-28,289913;-52,813927
1301977;-28,290003;-52,81412
1301976;-28,289991;-52,81448
2657561;-28,290026;-52,814823
1401832;-28,289988;-52,81507
1118876;-28,290016;-52,81514
1301973;-28,290085;-52,81518
2156820;-28,29007;-52,815544
1118854;-28,290062;-52,815598
2222601;-28,290125;-52,81578
1118853;-28,29011;-52,815987
1118850;-28,290125;-52,816105
1301964;-28,290157;-52,81614
1118852;-28,290115;-52,81607
1118849;-28,28993;-52,81582
1301963;-28,289953;-52,8158
1118847;-28,28996;-52,815598
1301962;-28,289963;-52,815502
1401827;-28,28995;-52,815403
1301974;-28,289982;-52,815075
2544950;-28,289888;-52,8149
1118874;-28,289867;-52,81471
1118873;-28,289797;-52,814537
2194250;-28,289885;-52,814476
1301975;-28,289919;-52,814472
2124738;-28,2899;-52,814358
1401831;-28,289864;-52,814167
1118870;-28,289562;-52,813404
1118871;-28,289427;-52,81334
2099237;-28,289774;-52,813164
2171666;-28,289751;-52,812935
2130259;-28,289818;-52,81291
2148235;-28,289732;-52,812683
2171664;-28,289726;-52,812595
2419112;-28,289688;-52,812416
2318086;-28,289696;-52,81228
2265181;-28,289694;-52,81224
1118170;-28,289673;-52,812122
2210932;-28,28968;-52,811977
1301669;-28,28967;-52,811733
1118168;-28,289673;-52,811626
1306918;-28,28951;-52,81131
1129029;-28,28931;-52,8113
2177328;-28,289116;-52,811417
1118171;-28,289133;-52,811558
1401751;-28,289106;-52,81173
1301670;-28,289253;-52,81182
2171304;-28,289162;-52,811886
1118175;-28,28911;-52,812065
2397596;-28,28917;-52,812263
2354990;-28,289165;-52,812336
2343605;-28,289192;-52,812527
2253914;-28,289196;-52,81271
2188113;-28,289177;-52,812904
2505070;-28,289167;-52,81295
1999215;-28,289265;-52,813274
2626094;-28,289198;-52,81345
1301972;-28,289192;-52,813496
2877187;;
2626099;-28,289143;-52,8134
1301675;-28,288921;-52,813393
1301971;-28,288774;-52,81345
2869454;;
1301676;-28,288744;-52,81329
2626096;-28,289124;-52,813313
1301674;-28,289108;-52,81286
1401753;-28,289082;-52,81275
2237985;-28,289062;-52,81267
1301673;-28,289093;-52,81258
1118178;-28,289099;-52,812485
1301672;-28,28907;-52,812332
1401752;-28,289068;-52,812202
2309554;-28,28909;-52,812054
2685952;-28,289026;-52,81178
1301671;-28,289013;-52,811485
1306912;-28,288862;-52,81148
1306911;-28,288778;-52,81146
1118193;-28,288511;-52,811836
1118192;-28,288563;-52,811867
1118191;-28,28851;-52,81209
1118190;-28,288622;-52,812286
1118188;-28,288555;-52,812397
1118189;-28,288528;-52,812416
1301679;-28,28855;-52,812607
1301678;-28,288548;-52,812725
1301677;-28,288559;-52,81279
1118184;-28,288614;-52,81298
1301725;-28,288347;-52,81346
1401766;-28,288157;-52,813442
1992803;-28,288132;-52,81349
1301724;-28,287687;-52,81356
1301723;-28,287514;-52,81362
1301689;-28,287807;-52,813385
1118208;-28,28785;-52,81327
1301688;-28,287943;-52,81325
2149887;-28,28795;-52,813454
1301687;-28,288134;-52,81336
2288419;-28,288277;-52,813316
1301686;-28,28852;-52,81326
1301685;-28,288548;-52,813026
2308126;-28,288523;-52,813026
1301684;-28,288542;-52,81283
1301683;-28,288486;-52,812733
1118200;-28,28849;-52,812588
1301682;-28,28847;-52,812366
2562928;-28,288448;-52,812283
1118198;-28,288465;-52,812172
1301681;-28,288425;-52,812115
1301680;-28,288448;-52,811935
1118196;-28,28844;-52,811935
1118194;-28,288424;-52,811764
2704355;-28,28841;-52,811676
2029791;-28,2883;-52,81142
1306906;-28,288097;-52,81159
1306907;-28,288141;-52,811443
1129009;-28,288044;-52,811478
2236513;-28,287926;-52,811474
1306905;-28,287903;-52,811485
1306903;-28,287884;-52,811466
1306902;-28,287718;-52,811535
2712129;-28,287676;-52,81148
1403220;-28,287397;-52,81154
1306897;-28,287214;-52,811527
1302039;-28,287218;-52,811962
1302038;-28,287203;-52,812027
1302037;-28,287247;-52,812134
1302036;-28,28727;-52,812355
1119021;-28,287228;-52,812393
1401847;-28,287252;-52,81252
1302035;-28,287323;-52,81263
1302034;-28,287266;-52,812782
1401846;-28,287266;-52,812935
1302033;-28,287306;-52,813194
1119015;-28,287292;-52,813232
1302026;-28,287155;-52,8131
1401842;-28,287132;-52,812492
1302025;-28,287115;-52,81245
1302024;-28,287064;-52,81218
1118996;-28,286993;-52,81217
1401841;-28,28702;-52,81204
1118994;-28,287035;-52,811825
1302023;-28,287075;-52,811638
1302022;-28,287004;-52,811268
1118991;-28,287022;-52,81099
1401840;-28,286957;-52,810883
2228440;-28,287132;-52,810894
1302041;-28,287079;-52,811016
1302040;-28,287096;-52,811092
1403219;-28,287258;-52,81139
1306898;-28,287386;-52,811337
1129002;-28,287579;-52,811337
1306899;-28,287596;-52,8114
1306900;-28,287687;-52,811382
1306901;-28,287767;-52,811295
1306904;-28,287874;-52,811287
1129012;-28,288061;-52,8113
1306908;-28,288149;-52,811283
1306909;-28,28821;-52,81121
1306910;-28,288494;-52,811195
1129017;-28,288536;-52,811275
1129016;-28,288548;-52,81125
1306913;-28,28865;-52,811172
1129020;-28,28867;-52,811226
2762603;-28,28881;-52,811295
1306914;-28,28892;-52,8112
1306915;-28,289042;-52,811214
1403221;-28,289135;-52,8112
1306916;-28,289253;-52,81117
1306917;-28,289383;-52,811153
1403222;-28,289457;-52,81119
1129028;-28,289606;-52,811157
1118167;-28,289482;-52,81047
2633059;-28,28947;-52,810467
1401848;-28,289371;-52,81043
1302053;-28,289194;-52,810375
1302052;-28,289078;-52,81039
1302051;-28,288967;-52,810375
1302050;-28,28887;-52,810375
1119041;-28,288761;-52,810364
1302049;-28,288742;-52,810436
1119037;-28,2884;-52,810436
1302046;-28,288267;-52,81044
1302045;-28,288141;-52,810455
1119034;-28,28807;-52,810444
1302044;-28,287903;-52,81047
2392686;-28,28781;-52,810436
1302043;-28,287737;-52,81056
1119030;-28,287592;-52,810474
1119029;-28,287539;-52,810467
1302042;-28,287111;-52,810593
1408945;-28,286938;-52,810184
1175125;-28,286886;-52,810184
1352235;-28,286924;-52,810017
1352236;-28,286964;-52,80996
1408946;-28,286907;-52,80984
1352237;-28,286865;-52,809505
1352238;-28,286884;-52,80945
1175139;-28,286856;-52,80922
1175140;-28,286865;-52,80909
1175143;-28,286922;-52,809013
1175145;-28,28684;-52,80897
1175142;-28,286884;-52,80896
1175146;-28,286867;-52,808884
1175214;-28,286865;-52,808144
1175199;-28,28666;-52,807957
1998891;-28,28666;-52,80796
1175203;-28,286654;-52,80797
1175213;-28,286644;-52,807995
1175206;-28,28653;-52,80798
1175207;-28,286518;-52,807964
1175212;-28,286444;-52,808044
1175211;-28,286478;-52,808105
1175208;-28,286343;-52,807987
1175210;-28,286495;-52,807827
1175209;-28,286491;-52,80778
1175157;-28,287207;-52,8079
1428892;-28,287317;-52,808006
2478142;-28,287403;-52,808006
1175151;-28,287474;-52,807934
2007456;-28,287535;-52,808037
2134136;-28,287727;-52,80804
2021952;-28,287806;-52,80807
2106136;-28,28808;-52,808064
2115151;-28,287954;-52,80811
1175155;-28,287916;-52,80815
1175154;-28,287804;-52,808125
1175153;-28,287634;-52,808212
1175152;-28,287512;-52,808105
1175150;-28,287403;-52,808086
1175149;-28,287298;-52,808052
1175148;-28,287294;-52,80808
1175185;-28,287258;-52,808056
1175147;-28,28706;-52,80812
2520452;-28,287016;-52,808834
1352239;-28,28702;-52,80899
1175141;-28,28702;-52,809097
1175138;-28,287039;-52,80921
1175137;-28,287039;-52,809246
1408947;-28,28701;-52,809345
1175132;-28,287064;-52,809525
1175131;-28,287056;-52,80975
1175128;-28,287043;-52,809795
1175127;-28,287066;-52,809826
2821205;-28,286997;-52,809856
1119136;-28,28712;-52,810333
1302058;-28,28735;-52,810375
1119135;-28,287403;-52,810375
2545329;-28,287971;-52,81036
1302047;-28,28844;-52,810368
1302048;-28,288557;-52,810352
1119076;-28,288586;-52,810234
1119132;-28,288828;-52,81023
1119130;-28,28895;-52,810204
1119131;-28,288975;-52,810253
1119125;-28,289036;-52,81021
1119129;-28,289051;-52,81022
1119124;-28,289091;-52,810158
1119046;-28,289274;-52,810238
1302057;-28,28942;-52,80988
1119127;-28,289406;-52,809826
1119122;-28,289423;-52,809715
1119108;-28,28919;-52,809406
2108658;-28,289135;-52,809444
1119107;-28,288986;-52,80943
2136513;-28,288801;-52,809437
1119106;-28,288778;-52,809456
1119105;-28,288588;-52,809505
1119078;-28,288572;-52,809986
1119077;-28,288614;-52,810043
1119080;-28,288546;-52,809875
1401851;-28,288548;-52,809856
1119081;-28,288513;-52,80969
1119082;-28,288584;-52,809402
1119104;-28,28872;-52,80942
1119103;-28,28893;-52,809387
2108132;-28,288956;-52,8094
2109368;-28,289143;-52,80941
1119102;-28,289165;-52,809155
1119111;-28,289165;-52,80915
1119098;-28,289137;-52,809155
2742302;-28,289125;-52,809006
1119110;-28,289137;-52,809
1119114;-28,289057;-52,808884
2218489;-28,289078;-52,80884
1119113;-28,289104;-52,80874
2665719;-28,28896;-52,808727
1119100;-28,288809;-52,808907
1119096;-28,288809;-52,808918
1119097;-28,288792;-52,80895
2215300;-28,288717;-52,808678
1119088;-28,28855;-52,808678
1119086;-28,288433;-52,80889
1119085;-28,288437;-52,80898
1119083;-28,288465;-52,809242
1119084;-28,288424;-52,80913
1119073;-28,28837;-52,808537
1119074;-28,288319;-52,808296
1175156;-28,288204;-52,808186
1119075;-28,288235;-52,80831
1119072;-28,28845;-52,80857
2835818;-28,288597;-52,808662
1119070;-28,288633;-52,80865
1119069;-28,288801;-52,808628
1119087;-28,288914;-52,808662
1119089;-28,28892;-52,80866
1119066;-28,288933;-52,808678
1119091;-28,288939;-52,808662
1119099;-28,288946;-52,80868
2096215;-28,288998;-52,808605
1119064;-28,289173;-52,808685
1119060;-28,289385;-52,80886
1119115;-28,289412;-52,80888
1119116;-28,2894;-52,808994
1401850;-28,289248;-52,809074
1119117;-28,289358;-52,809128
1302056;-28,289368;-52,80911
1119118;-28,289364;-52,809177
1119119;-28,289299;-52,80934
1119056;-28,289518;-52,809345
1119120;-28,289474;-52,80942
1302055;-28,28946;-52,809437
2074009;-28,28941;-52,8095
1119121;-28,289463;-52,809635
1119054;-28,289509;-52,809666
1119053;-28,289446;-52,809776
1401849;-28,289658;-52,810135
1401750;-28,289785;-52,809666
1301668;-28,289824;-52,809505
1118164;-28,289837;-52,809437
1301666;-28,2899;-52,809177
1118158;-28,289972;-52,80895
1118157;-28,289972;-52,808853
1118156;-28,289986;-52,80866
1118114;-28,290026;-52,80884
1118113;-28,290026;-52,808887
1118112;-28,289984;-52,809036
1118111;-28,289968;-52,80911
1301658;-28,289923;-52,809296
1301667;-28,289907;-52,809357
1301657;-28,289911;-52,809414
1118108;-28,28995;-52,80959
1301656;-28,289822;-52,809742
2118146;-28,28983;-52,809757
1118106;-28,289833;-52,809856
1119051;-28,289886;-52,810066
2727009;-28,290281;-52,809963
1305835;-28,290298;-52,8099
2633139;-28,290272;-52,809875
2633132;-28,290289;-52,809845
2633125;-28,290308;-52,80981
2727005;-28,290304;-52,80974
1305834;-28,290285;-52,80967
1305832;-28,290394;-52,809532
1305831;-28,290447;-52,809242
1305828;-28,290527;-52,809074
1118673;-28,293732;-52,80943
2461107;-28,293802;-52,809147
1301891;-28,293907;-52,80932
2361140;-28,293928;-52,80934
2184255;-28,29403;-52,80945
1118671;-28,294136;-52,809532
1118670;-28,294237;-52,80954
1118669;-28,29424;-52,809586
2639161;-28,29426;-52,809612
1118668;-28,294378;-52,809723
2414142;-28,294476;-52,809814
2414134;-28,2945;-52,809834
1401812;-28,294687;-52,809963
2460560;-28,294916;-52,810093
2403343;-28,294956;-52,810215
2434338;-28,295002;-52,81032
2506146;-28,295053;-52,810413
1129171;-28,294998;-52,8105
2800214;-28,295021;-52,81061
1129170;-28,295006;-52,810783
1129169;-28,29504;-52,81087
1129168;-28,294998;-52,81095
2296069;-28,294971;-52,810997
1129167;-28,294987;-52,81157
1129136;-28,29496;-52,811596
1129166;-28,295013;-52,81183
1129164;-28,295055;-52,812077
1129163;-28,295078;-52,81227
1306975;-28,295082;-52,812405
1129161;-28,29509;-52,81263
1129160;-28,295134;-52,812653
1129158;-28,295094;-52,81277
1129157;-28,295076;-52,81288
1129156;-28,295103;-52,81294
1129155;-28,295086;-52,81296
1129154;-28,29508;-52,813038
1129153;-28,295088;-52,813198
1129152;-28,295095;-52,813377
1129150;-28,295078;-52,813454
1129149;-28,295086;-52,81356
1129148;-28,295069;-52,81357
1306974;-28,295023;-52,81359
1129145;-28,294977;-52,81333
1129146;-28,29496;-52,81332
1306973;-28,295006;-52,813267
1129143;-28,29495;-52,813103
1306972;-28,295;-52,812515
1129141;-28,29494;-52,812317
1129140;-28,294958;-52,81222
1129139;-28,29497;-52,81211
1129138;-28,294964;-52,81206
1129165;-28,294977;-52,811966
1129137;-28,294958;-52,811844
1129135;-28,29495;-52,81158
1403242;-28,294918;-52,811523
1129133;-28,294909;-52,810802
1306970;-28,294903;-52,810677
1306971;-28,294886;-52,810677
1403241;-28,29491;-52,81046
1306969;-28,294905;-52,810345
1118666;-28,294737;-52,810135
1301890;-28,294622;-52,810047
2720817;-28,294321;-52,810017
2720822;-28,294357;-52,810078
1401811;-28,294325;-52,8102
1301889;-28,294392;-52,81033
1301888;-28,294403;-52,810474
1118660;-28,294361;-52,81061
1118659;-28,294361;-52,81071
1401810;-28,294441;-52,810795
1301887;-28,294374;-52,81098
1118656;-28,294563;-52,811253
1301886;-28,294357;-52,811523
1401809;-28,294436;-52,81161
1301885;-28,294374;-52,811672
1301884;-28,29439;-52,811794
1401808;-28,294382;-52,812027
1301883;-28,294395;-52,81208
1301882;-28,294468;-52,812183
1118648;-28,294403;-52,812317
1401807;-28,294369;-52,812565
1301881;-28,294392;-52,8126
2613198;-28,294453;-52,81295
1118645;-28,294447;-52,81308
1118644;-28,29446;-52,813232
2149682;-28,294458;-52,81334
2241228;-28,294462;-52,81399
1118642;-28,294472;-52,81425
2669901;-28,29447;-52,81427
1118643;-28,294458;-52,814392
1118641;-28,294577;-52,815105
2613102;-28,29438;-52,81546
1764386;-28,294285;-52,81505
2018217;-28,294044;-52,815067
2699860;-28,294027;-52,815056
2807454;-28,293655;-52,815098
2745469;-28,293705;-52,81501
2001913;-28,294146;-52,814957
1764384;-28,29429;-52,81492
2000422;-28,29433;-52,8147
1764387;-28,294344;-52,814552
2024387;-28,294323;-52,81434
1118640;-28,294243;-52,814186
2696491;-28,29429;-52,814053
2360439;-28,294237;-52,81243
2551685;-28,294294;-52,812428
2353701;-28,294302;-52,81218
2265965;-28,29428;-52,812153
2327790;-28,294254;-52,811962
2441068;-28,294294;-52,811855
2640612;-28,294315;-52,81175
2125721;-28,29429;-52,81159
1301896;-28,29424;-52,81096
1301895;-28,294249;-52,81093
1118682;-28,294218;-52,810734
1118681;-28,294222;-52,810574
1118680;-28,294228;-52,81048
1118663;-28,29424;-52,810356
1301894;-28,294266;-52,810326
1301893;-28,294195;-52,810165
1118677;-28,29421;-52,81013
1301892;-28,294176;-52,80998
1118675;-28,293879;-52,80986
1118674;-28,29344;-52,810104
2186570;-28,293486;-52,81015
2030345;-28,293482;-52,81037
1118688;-28,293419;-52,810467
1301858;-28,293451;-52,810635
1301897;-28,293495;-52,81069
2421588;-28,293484;-52,8108
1301859;-28,29342;-52,81084
1118686;-28,293444;-52,810986
2015218;-28,293531;-52,81124
2762233;-28,293575;-52,811203
2550705;-28,293701;-52,811176
1118685;-28,293972;-52,811188
1983269;-28,293943;-52,81129
2546424;-28,2939;-52,81137
2517740;-28,29371;-52,81127
2527115;-28,293528;-52,811405
2568368;-28,293455;-52,81159
1428304;-28,293522;-52,811836
1426392;-28,293549;-52,811985
1764490;-28,293467;-52,81197
1301880;-28,293468;-52,81211
1118637;-28,293495;-52,812218
2086926;-28,293467;-52,81235
1301879;-28,29354;-52,812634
1118633;-28,293793;-52,8128
2078929;-28,293898;-52,81278
1118634;-28,293974;-52,81281
1118635;-28,294098;-52,812805
1118639;-28,294127;-52,812748
2771768;-28,2937;-52,813896
2014422;-28,293518;-52,814625
1128306;-28,293478;-52,814644
2085400;-28,293282;-52,814857
1128307;-28,293015;-52,814846
1128308;-28,29298;-52,814903
1128309;-28,292904;-52,81491
1306579;-28,292755;-52,814987
1128305;-28,292995;-52,81479
2013506;-28,293161;-52,814754
2246188;-28,293257;-52,814796
1989596;-28,293398;-52,81447
1982451;-28,29341;-52,814266
1982460;-28,293451;-52,814266
1982873;-28,293415;-52,814095
1118632;-28,293362;-52,813995
1429645;-28,293055;-52,81395
1429644;-28,29296;-52,813946
2466155;-28,293024;-52,81377
1429646;-28,293161;-52,81386
1118631;-28,29336;-52,813572
1998033;-28,293388;-52,81354
1118630;-28,29336;-52,81348
1118629;-28,293394;-52,813328
1118628;-28,29336;-52,813137
2686982;-28,29307;-52,81302
1118614;-28,292824;-52,812862
2693097;-28,293049;-52,812813
2622117;-28,293213;-52,812855
1118627;-28,293453;-52,812588
1118626;-28,29338;-52,81247
2513635;-28,293402;-52,812428
2557261;-28,293358;-52,812447
1301878;-28,293386;-52,81202
2738317;-28,29338;-52,811905
1118624;-28,293406;-52,811745
2533900;-28,293394;-52,81171
2403308;-28,293293;-52,811405
2369293;-28,293093;-52,811443
1301877;-28,292974;-52,811447
1301862;-28,292803;-52,81132
1301861;-28,292917;-52,811306
2431196;-28,293097;-52,811382
1401805;-28,293322;-52,81112
1301860;-28,293333;-52,81105
1118591;-28,293394;-52,81097
1401804;-28,293339;-52,81092
2010740;-28,293343;-52,810562
2807005;-28,29332;-52,810417
2858602;-28,29334;-52,810337
1301898;-28,293385;-52,81026
2241389;-28,293316;-52,809914
2226712;-28,293163;-52,80993
2283667;-28,29306;-52,80997
2231223;-28,29302;-52,809902
2260670;-28,292883;-52,809875
2299824;-28,292751;-52,809906
2261249;-28,292677;-52,80997
1118603;-28,292551;-52,810352
1118602;-28,292587;-52,810486
1118601;-28,292648;-52,810547
1301865;-28,292654;-52,810623
1301864;-28,29261;-52,810738
2202065;-28,292616;-52,810886
1301863;-28,29259;-52,81101
1118597;-28,292673;-52,81109
1401806;-28,292618;-52,811253
1301875;-28,292555;-52,81153
1118620;-28,292532;-52,81173
1301874;-28,292614;-52,811794
1301873;-28,292648;-52,811897
1301872;-28,29263;-52,811985
1118616;-28,292648;-52,812176
2672396;-28,292652;-52,81235
1118615;-28,29267;-52,81239
2698864;-28,292667;-52,812405
2741974;-28,292768;-52,812634
2633526;-28,292633;-52,812668
1306569;-28,292624;-52,813156
1128284;-28,29269;-52,81352
2002203;-28,29264;-52,81366
1128290;-28,292692;-52,81384
1128291;-28,292667;-52,814007
1306575;-28,292694;-52,81407
1128294;-28,292664;-52,814217
1403127;-28,292652;-52,814224
1128295;-28,292742;-52,8143
1128298;-28,292664;-52,814426
1128303;-28,292688;-52,814636
1128304;-28,2927;-52,81479
1128311;-28,292622;-52,81489
1128312;-28,292635;-52,81491
1306580;-28,292503;-52,814903
1306581;-28,292395;-52,814922
1306582;-28,292292;-52,81494
1128316;-28,292269;-52,814964
1128319;-28,292154;-52,81499
1128320;-28,29208;-52,81497
1128323;-28,292;-52,814987
1306586;-28,2919;-52,814865
1306587;-28,291845;-52,814907
1128329;-28,291807;-52,81491
2080912;-28,291677;-52,814938
1128330;-28,291628;-52,815044
1128331;-28,291685;-52,81526
2561119;-28,291626;-52,8154
2546472;-28,291664;-52,815456
2515148;-28,291567;-52,815426
1128332;-28,291576;-52,81523
1306588;-28,291561;-52,81517
1306589;-28,29159;-52,814995
1128337;-28,291353;-52,815273
2790155;-28,291105;-52,81546
2004342;-28,29093;-52,815327
1128335;-28,291086;-52,815166
1128336;-28,291151;-52,815334
2022278;-28,291319;-52,815113
1128338;-28,291315;-52,81503
1128339;-28,291313;-52,814915
1128340;-28,291313;-52,81485
2597916;-28,291273;-52,81476
2565902;-28,291279;-52,814682
1128341;-28,291334;-52,81472
1128343;-28,291403;-52,814743
1403128;-28,291536;-52,814613
1128327;-28,29171;-52,814827
1128328;-28,291786;-52,814804
1128326;-28,291895;-52,814762
1128322;-28,29204;-52,814835
1306585;-28,292065;-52,814884
1306584;-28,292202;-52,814827
1306583;-28,292295;-52,81479
1128302;-28,292566;-52,814724
1306578;-28,292616;-52,814552
1128299;-28,292578;-52,81457
1306577;-28,292608;-52,814465
1306576;-28,29258;-52,814392
1128296;-28,292564;-52,814354
2539076;-28,292345;-52,814285
1306594;-28,292208;-52,814335
1306596;-28,292143;-52,814247
1403130;-28,292105;-52,814266
1306593;-28,292025;-52,814297
1306592;-28,291922;-52,81429
1403129;-28,291859;-52,814327
1306591;-28,291725;-52,814297
1306590;-28,291697;-52,81434
1306601;-28,29132;-52,814167
1128365;-28,291403;-52,813732
1306603;-28,291365;-52,813812
1128363;-28,291357;-52,813828
1306602;-28,291382;-52,81398
1403134;-28,291382;-52,814003
1306600;-28,291668;-52,81418
1403133;-28,291697;-52,814182
1306599;-28,29183;-52,81423
1306598;-28,291904;-52,81418
1403132;-28,292038;-52,81422
1306597;-28,292055;-52,81418
1306595;-28,292252;-52,81421
1403131;-28,292246;-52,81418
2597782;-28,292286;-52,81416
1403126;-28,292568;-52,813995
1306574;-28,292545;-52,813934
1306573;-28,292488;-52,813812
1403125;-28,292582;-52,81378
1306609;-28,292253;-52,813667
1306608;-28,2922;-52,813667
1306606;-28,292002;-52,81368
1403135;-28,291733;-52,813694
1306604;-28,291716;-52,81367
1306605;-28,291824;-52,81365
1403136;-28,29189;-52,813644
1306607;-28,292267;-52,813618
1306572;-28,292536;-52,813454
1306571;-28,292585;-52,813313
1403124;-28,292572;-52,813236
1306570;-28,29253;-52,813107
1128279;-28,29252;-52,813118
2774982;-28,292543;-52,812332
2746397;-28,292482;-52,81216
1301871;-28,292486;-52,81158
1118611;-28,292274;-52,811447
1301870;-28,29225;-52,811466
1118609;-28,29215;-52,811543
1306625;-28,292051;-52,811504
2351040;-28,292;-52,81161
1403137;-28,29195;-52,811844
1306624;-28,292002;-52,81203
1128388;-28,291967;-52,812107
1306623;-28,291964;-52,812122
1306622;-28,29196;-52,81227
1306621;-28,292017;-52,812347
1306619;-28,29201;-52,81253
1306620;-28,292042;-52,812557
1306617;-28,291983;-52,812706
1306616;-28,292013;-52,812943
1306614;-28,292048;-52,81315
1306612;-28,292072;-52,81328
1306610;-28,292063;-52,813534
1306611;-28,291988;-52,813354
1306613;-28,292025;-52,813343
1306615;-28,29192;-52,81298
1306618;-28,291912;-52,812687
1118608;-28,292044;-52,811302
1301869;-28,292446;-52,811005
1301868;-28,292479;-52,81088
2018070;-28,292398;-52,810764
1301867;-28,29245;-52,810696
1301866;-28,292498;-52,81058
2672336;-28,292437;-52,810318
2745015;-28,292425;-52,81025
2595688;-28,29233;-52,81
2371094;-28,292213;-52,809986
2103080;-28,292068;-52,809982
1302002;-28,29163;-52,810177
1118950;-28,291527;-52,80996
1302001;-28,29131;-52,810036
1118946;-28,291197;-52,810104
2272443;-28,290861;-52,81003
2790817;-28,290827;-52,810047
1118942;-28,29073;-52,81037
2561562;-28,290724;-52,8104
1118939;-28,290762;-52,81066
1301999;-28,290804;-52,810703
1118935;-28,29078;-52,810738
1118938;-28,290802;-52,810795
2835120;-28,29078;-52,81099
1301998;-28,290764;-52,811054
1401835;-28,29097;-52,81118
1118925;-28,291084;-52,811592
2808868;-28,29127;-52,81151
2829603;-28,291452;-52,811497
1118926;-28,29122;-52,811626
1118910;-28,291391;-52,81246
2369561;-28,291414;-52,8127
1301995;-28,290892;-52,81182
1118921;-28,290876;-52,812023
1401834;-28,29093;-52,812134
1301992;-28,29094;-52,812305
1401833;-28,290922;-52,81238
1301990;-28,290976;-52,812477
1301988;-28,290953;-52,812542
1301986;-28,290924;-52,812805
1118906;-28,29089;-52,81283
1301985;-28,290918;-52,81286
1301984;-28,290995;-52,8129
1301982;-28,291018;-52,813034
1118902;-28,290985;-52,813133
1118901;-28,29102;-52,813282
1118900;-28,291246;-52,813335
1118898;-28,290981;-52,813713
1118895;-28,290981;-52,8141
1301981;-28,290943;-52,814194
1301980;-28,290907;-52,814243
1118893;-28,290924;-52,81431
1118891;-28,290754;-52,814404
1118896;-28,290855;-52,813953
1118897;-28,29092;-52,81391
1118899;-28,290928;-52,813652
2100822;-28,29087;-52,813408
1118888;-28,290846;-52,813374
1118887;-28,290817;-52,813225
1301983;-28,290792;-52,81294
1301987;-28,29082;-52,812744
1301989;-28,29077;-52,81258
1118918;-28,290812;-52,812424
1301993;-28,290783;-52,812244
1118923;-28,290829;-52,81205
1301994;-28,29079;-52,81189
1118929;-28,290619;-52,811646
1301997;-28,290627;-52,811512
1118931;-28,290663;-52,81158
1301996;-28,290695;-52,811573
1118933;-28,290691;-52,81094
1118936;-28,290667;-52,81086
1118937;-28,29068;-52,810757
1401836;-28,290695;-52,810528
1302000;-28,29063;-52,81046
1118945;-28,29066;-52,81022
1118944;-28,290684;-52,810223
1118954;-28,29073;-52,809925
1118953;-28,291317;-52,809925
1118952;-28,291372;-52,809914
1401837;-28,291397;-52,809826
1401803;-28,292257;-52,809963
1301857;-28,292286;-52,809956
2020084;-28,292353;-52,8098
1118585;-28,292486;-52,809544
2865209;;
1118584;-28,29262;-52,80949
1118583;-28,292603;-52,80964
1118582;-28,292624;-52,809807
1118580;-28,292744;-52,80985
1118579;-28,292782;-52,80985
1118581;-28,292782;-52,80981
1301856;-28,292862;-52,80983
1118577;-28,29317;-52,80978
2669394;-28,27779;-52,777267
1172128;-28,277885;-52,777615
1408589;-28,27845;-52,7787
1350901;-28,278708;-52,779335
1305029;-28,278925;-52,779743
1350900;-28,279062;-52,780087
1408588;-28,27909;-52,780163
1350899;-28,27922;-52,780434
1172121;-28,279268;-52,780533
1350898;-28,27927;-52,78066
1408587;-28,279318;-52,780735
1350896;-28,279463;-52,780876
1350897;-28,279482;-52,78092
1350895;-28,279663;-52,78118
2872036;;
1350894;-28,279978;-52,781464
1350893;-28,280016;-52,781452
1350892;-28,280136;-52,781425
1350891;-28,280352;-52,781612
1350889;-28,280514;-52,781593
1172109;-28,280596;-52,78163
1350890;-28,280659;-52,78162
1172108;-28,280693;-52,781677
1350888;-28,280851;-52,7817
1351553;-28,280926;-52,781605
1307420;-28,28043;-52,780933
2582528;-28,280588;-52,78062
1302192;-28,280664;-52,780655
1302196;-28,280903;-52,780476
1401892;-28,28092;-52,78048
1302197;-28,281055;-52,78036
1401893;-28,281124;-52,780407
1401894;-28,281418;-52,780186
1119363;-28,28152;-52,780216
1119364;-28,281715;-52,780014
1302200;-28,28172;-52,779945
1302524;-28,281742;-52,77997
1302523;-28,281815;-52,779953
1119366;-28,281809;-52,779938
